id,annotation
MBA2562543.1,hypothetical protein
QWC86366.1,apolipoprotein A1/A4/E family protein
XP_046969726.1,uncharacterized protein LOC124537058
WP_064468294.1,transglycosylase SLT domain-containing protein
WP_064468294.1,transglycosylase SLT domain-containing protein
CAH0054414.1,unnamed protein product
CAH0054414.1,unnamed protein product
CAG9483649.1,unnamed protein product
WP_066798653.1,hypothetical protein
WP_173942848.1,hypothetical protein
MBK9647884.1,hypothetical protein
KAF9792707.1,hypothetical protein BJ322DRAFT_1215693
WP_214954432.1,hypothetical protein
XP_046895184.1,wiskott-Aldrich syndrome protein-like isoform X2
WP_139692562.1,hypothetical protein
PIP29800.1,hypothetical protein COX26_02185
MBO5155269.1,hypothetical protein
QQS39669.1,hypothetical protein IPM63_09800
GFH54498.1,predicted protein
DAJ18300.1,TPA: MAG TPA: tail tape measure protein
MBF8305806.1,hypothetical protein
WP_227445089.1,hypothetical protein
CAD7278921.1,unnamed protein product
XP_045208263.1,probable basic-leucine zipper transcription factor Q
MBP3636453.1,leucine-rich repeat domain-containing protein
XP_009784419.1,PREDICTED: uncharacterized protein At4g13230-like
DAF32437.1,TPA: MAG TPA: minor tail protein
WP_136795351.1,hypothetical protein
OJV80767.1,hypothetical protein BGO37_14480
WP_009055029.1,DivIVA domain-containing protein
TYZ64186.1,hypothetical protein PybrP1_003974
MBF1305949.1,hypothetical protein
MBQ5780562.1,hypothetical protein
MBQ5780562.1,hypothetical protein
DAS46857.1,TPA: MAG TPA: tail tape measure protein
RZF43595.1,hypothetical protein LSTR_LSTR008108
WP_182603887.1,hypothetical protein
WP_067856367.1,hypothetical protein
WP_139938056.1,hypothetical protein
XP_016431384.1,PREDICTED: uncharacterized protein LOC107758216
WP_165757374.1,hypothetical protein
MBR1419500.1,hypothetical protein
MBR1419500.1,hypothetical protein
MBZ4219064.1,hypothetical protein
MBO6304880.1,hypothetical protein
MBI2502336.1,hypothetical protein
XP_045605058.1,eukaryotic translation initiation factor 5B-like isoform X1
MBC8228776.1,helix-turn-helix domain-containing protein
XP_039289530.1,flocculation protein FLO11-like
WP_160198708.1,phage tail tape measure protein
WP_160198708.1,phage tail tape measure protein
MBL8798374.1,HEAT repeat domain-containing protein
WP_050740620.1,peptidoglycan DD-metalloendopeptidase family protein
GFN93103.1,latent membrane protein 1
XP_009520540.1,hypothetical protein PHYSODRAFT_326305
XP_034043432.1,stress response protein NST1-like
XP_028484050.1,hypothetical protein C8Q69DRAFT_291533
NBP13179.1,hypothetical protein
MBO5832102.1,leucine-rich repeat protein
PVU86090.1,hypothetical protein BB561_006815
WP_086859901.1,hypothetical protein
WP_075976049.1,hypothetical protein
WP_147459207.1,toxin glutamine deamidase domain-containing protein
MPC08718.1,Muscle M-line assembly protein unc-89
PYJ56983.1,hypothetical protein DME24_20550
WP_099193726.1,hypothetical protein
WP_077316381.1,DUF6531 domain-containing protein
WP_146779720.1,hypothetical protein
OHC96592.1,hypothetical protein A2792_19650
MBW3587668.1,Rho termination factor (modular protein)
KAF7800034.1,hypothetical protein EIP86_011277
DAJ22319.1,TPA: MAG TPA: minor tail protein
XP_019893728.1,PREDICTED: putative uncharacterized protein DDB_G0291608
NND27527.1,hypothetical protein
XP_033450188.1,uncharacterized protein M421DRAFT_91158
WP_040012708.1,hypothetical protein
MBO5062906.1,hypothetical protein
MBO8164703.1,phage tail tape measure protein
EAW32394.1,hypothetical protein GP2143_14101
WP_090833309.1,MULTISPECIES: leucine-rich repeat domain-containing protein
NKB60071.1,TIGR01841 family phasin
GHP08393.1,hypothetical protein PPROV_000713200
MBR0044353.1,hypothetical protein
WP_144871059.1,hypothetical protein
XP_007008429.1,uncharacterized protein TREMEDRAFT_66304
XP_018012877.1,PREDICTED: antifreeze protein Maxi-like
VDI83059.1,Hypothetical predicted protein
VDI83059.1,Hypothetical predicted protein
VDI30225.1,Hypothetical predicted protein
DAW51593.1,TPA: MAG TPA: tail tape measure protein
MBN9363633.1,hypothetical protein
MBN9363633.1,hypothetical protein
DAK05862.1,TPA: MAG TPA: minor tail protein
KAG7274197.1,hypothetical protein CRUP_008573
QLQ08211.1,SUMF1/EgtB/PvdO family nonheme iron enzyme
MBP6857585.1,hypothetical protein
HEV11319.1,hypothetical protein
NUM68687.1,hypothetical protein
NVB79673.1,hypothetical protein
XP_018608950.2,rho guanine nucleotide exchange factor 4 isoform X1
XP_025370349.1,hypothetical protein IE81DRAFT_99426
XP_013350846.1,uncharacterized protein EMH_0039390
ROT73974.1,hypothetical protein C7M84_007535
WP_103504103.1,NACHT domain-containing protein
WP_005707599.1,hypothetical protein
MBU1920168.1,hypothetical protein
XP_016991041.2,LOW QUALITY PROTEIN: uncharacterized protein LOC108052991
WP_066890446.1,hypothetical protein
KAH7673108.1,ECP63 protein
WP_196946498.1,hypothetical protein
HAK42763.1,phage tail tape measure protein
DAX16099.1,TPA: MAG TPA: minor tail protein
DAX16099.1,TPA: MAG TPA: minor tail protein
WP_223836718.1,Spo0E family sporulation regulatory protein-aspartic acid phosphatase
OHB72320.1,hypothetical protein A2V70_19460
WP_086939603.1,hypothetical protein
EAW29959.1,hypothetical protein GP2143_06689
XP_003060383.1,predicted protein
XP_033747134.1,S-antigen protein-like
XP_037804051.1,actin cytoskeleton-regulatory complex protein PAN1-like
WP_007059698.1,hypothetical protein
UKZ81568.1,hypothetical protein TrVFT333_009340
KAG8450207.1,hypothetical protein GDO86_002737
KAG8450207.1,hypothetical protein GDO86_002737
KAG8450207.1,hypothetical protein GDO86_002737
TND09749.1,hypothetical protein FD123_873
PCJ15825.1,hypothetical protein COB04_12650
MXZ46224.1,hypothetical protein
MCB0652967.1,hypothetical protein
MCE1201360.1,AsmA family protein
MBU6475770.1,ankyrin repeat domain-containing protein
PAA66705.1,hypothetical protein BOX15_Mlig000066g1
WP_234754306.1,tape measure protein
XP_008024524.1,uncharacterized protein SETTUDRAFT_28024
WP_167974535.1,apolipoprotein A1/A4/E family protein
WP_146713438.1,phage tail protein
GIR25902.1,hypothetical protein CM15mP40_05100
XP_033831265.1,apolipoprotein A-I-like
MBT8254369.1,hypothetical protein
OQW92113.1,hypothetical protein BWK78_02680
RKZ54191.1,hypothetical protein DRR00_01965
MBL8297294.1,hypothetical protein
KAE8746608.1,putative salivary gland protein 22
WP_129614091.1,hypothetical protein
WP_012235407.1,DUF2339 domain-containing protein
WP_159087519.1,DivIVA domain-containing protein
MBR3346389.1,hypothetical protein
XP_007781162.1,hypothetical protein W97_05087
WP_075401406.1,tape measure protein
WP_075401406.1,tape measure protein
MBY0423328.1,hypothetical protein
CAE1168011.1,SEPT2
CAE1168011.1,SEPT2
UCC18841.1,MAG: hypothetical protein JSV62_12130
OPZ87968.1,Ankyrin repeats (3 copies)
WP_006547128.1,hypothetical protein
KUI62357.1,hypothetical protein VP1G_09479
WP_126812957.1,YtxH domain-containing protein
RDD45473.1,Ninein-like protein
MBP3909194.1,phage tail tape measure protein
GIJ70320.1,hypothetical protein Voc01_052370
HIW63083.1,hypothetical protein
KAF5880072.1,Uncharacterized protein DAT39_023426
XP_001942025.1,predicted protein
KAG8305103.1,hypothetical protein J6590_076975
WP_006373311.1,AAWKG family protein
XP_042164603.1,leucine-rich repeat extensin-like protein 5
XP_042164603.1,leucine-rich repeat extensin-like protein 5
XP_042164603.1,leucine-rich repeat extensin-like protein 5
OQB67656.1,chromosome segregation protein
OQB67656.1,chromosome segregation protein
OQB67656.1,chromosome segregation protein
OQB67656.1,chromosome segregation protein
OQB67656.1,chromosome segregation protein
OQB67656.1,chromosome segregation protein
WP_211255978.1,hypothetical protein
WP_211255978.1,hypothetical protein
XP_020547896.1,"nascent polypeptide-associated complex subunit alpha, muscle-specific form-like"
GFO00574.1,hypothetical protein PoB_002707900
MBO4836165.1,hypothetical protein
WP_023431063.1,peptidoglycan-binding protein
OAE93618.1,hypothetical protein SU65_04390
WP_051106237.1,MULTISPECIES: hypothetical protein
MBE2222688.1,DUF4157 domain-containing protein
AZS06582.1,tape measure protein
WP_237181856.1,hypothetical protein
NPA94355.1,hypothetical protein
HJA24072.1,tape measure protein
PRP88863.1,hypothetical protein PROFUN_00331
MBV2146461.1,ankyrin repeat domain-containing protein
KKR58179.1,hypothetical protein UT94_C0003G0033
MBV8070040.1,hypothetical protein
XP_026088746.1,ankyrin repeat and SOCS box protein 2-like
KJS13700.1,hypothetical protein VR78_11045
XP_029909049.1,ankyrin repeat and SOCS box protein 15-like
WP_073147201.1,hypothetical protein
CAD0018049.1,unnamed protein product
WP_162856875.1,hypothetical protein
WP_158633732.1,HEAT repeat domain-containing protein
XP_019173222.1,PREDICTED: uncharacterized protein LOC109168692
TNN39727.1,hypothetical protein EYF80_050095
WP_195443338.1,hypothetical protein
XP_023239997.1,host cell factor 1-like
MBW3594656.1,DivIVA domain-containing protein
WP_178377241.1,hypothetical protein
XP_028896829.1,predicted GPI-anchored protein 58
KZS88852.1,hypothetical protein SISNIDRAFT_469742
WP_111728369.1,nucleotide exchange factor GrpE
WP_121793913.1,hypothetical protein
XP_035587065.1,"putative ankyrin 2, 3/unc44"
XP_035587065.1,"putative ankyrin 2, 3/unc44"
WP_051736717.1,DUF3618 domain-containing protein
MBI4829834.1,hypothetical protein
WP_094103801.1,phage tail tape measure protein
GBG68184.1,hypothetical protein CBR_g2737
GBG68184.1,hypothetical protein CBR_g2737
XP_043214781.1,actin cytoskeleton-regulatory complex protein pan1-like
MBL7669612.1,hypothetical protein
WP_178290468.1,hypothetical protein
VEI99983.1,TetR family transcriptional regulator
MBQ1571231.1,phage tail tape measure protein
XP_029215286.1,uncharacterized protein BESB_027120
KAF3940962.1,hypothetical protein ABW19_dt0206966
XP_001349533.1,erythrocyte membrane protein 3
XP_001349533.1,erythrocyte membrane protein 3
WP_213591985.1,hypothetical protein
GBE98636.1,formin-2 domain protein
TNN81640.1,hypothetical protein EYF80_008086
KAF2360393.1,hypothetical protein FHG87_008849
XP_009037914.1,hypothetical protein AURANDRAFT_64968
WP_052376786.1,DUF533 domain-containing protein
TPX42890.1,hypothetical protein SeLEV6574_g05354
RPA80898.1,hypothetical protein BJ508DRAFT_415154
XP_026278293.1,ribosomal L1 domain-containing protein CG13096-like
MBQ8899670.1,hypothetical protein
XP_001744201.1,uncharacterized protein MONBRDRAFT_24028
WP_182561200.1,DoxX family protein
KAG2497831.1,hypothetical protein HYH03_004101
KAG0076179.1,hypothetical protein BGZ90_009034
XP_013251910.1,hypothetical protein EAH_00005590
CAE8614830.1,unnamed protein product
XP_030995683.1,uncharacterized protein E0L32_005672
WP_065588265.1,phage tail tape measure protein
WP_027861727.1,hypothetical protein
XP_015201158.1,PREDICTED: microtubule-associated tumor suppressor 1 isoform X2
RMF64485.1,hypothetical protein D6742_15045
PVD35328.1,hypothetical protein C0Q70_02288
WP_191829494.1,hypothetical protein
MBM3462519.1,hypothetical protein
PIA19111.1,hypothetical protein COEREDRAFT_79089
MCE9631202.1,HEAT repeat domain-containing protein
DAK63877.1,TPA: MAG TPA: tail tape measure
MBS1121821.1,response regulator receiver
KDP26001.1,hypothetical protein JCGZ_22935
MBQ7607730.1,hypothetical protein
NET52301.1,HEAT repeat domain-containing protein
XP_012770545.1,"hypothetical protein, conserved"
WP_053950184.1,hypothetical protein
MBB4932046.1,hypothetical protein
QSQ27579.1,DUF4157 domain-containing protein
QSQ27579.1,DUF4157 domain-containing protein
MBO5095195.1,hypothetical protein
BBA60142.1,hypothetical protein MDRSPN_01998
MBN2145049.1,hypothetical protein
WP_194004807.1,hypothetical protein
OQR86465.1,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like
OQR86465.1,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like
OQR86465.1,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like
OQR86465.1,serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C-like
CAE6417663.1,unnamed protein product
MBI4820190.1,hypothetical protein
KJA22469.1,hypothetical protein HYPSUDRAFT_54821
MBF0551221.1,DUF1640 domain-containing protein
MBO4982241.1,hypothetical protein
KFB53566.1,hypothetical protein ZHAS_00021800
PZC81267.1,hypothetical protein B5X24_HaOG213144
NUP26278.1,DoxX family protein
MBI5533126.1,NADH-quinone oxidoreductase subunit C
KAE8736640.1,hypothetical protein FOCC_FOCC017905
WP_185054475.1,hypothetical protein
EHU2953668.1,hypothetical protein
WP_016182364.1,YtxH domain-containing protein
XP_019850291.1,PREDICTED: uncharacterized protein LOC105312195
RMH08044.1,hypothetical protein D6704_03925
XP_046337985.1,uncharacterized protein LOC124119499
XP_046337985.1,uncharacterized protein LOC124119499
WP_104055659.1,hypothetical protein
WP_104055659.1,hypothetical protein
MBQ4177764.1,hypothetical protein
WP_157630117.1,hypothetical protein
CDJ83564.1,frost
MBI4370513.1,hypothetical protein
WP_214214885.1,hypothetical protein
CAE7706801.1,ANKRD44
CAE7706801.1,ANKRD44
CAE7706801.1,ANKRD44
CAE7706801.1,ANKRD44
MBK8254891.1,hypothetical protein
XP_031977005.1,glycine-rich cell wall structural protein 
NMB82226.1,hypothetical protein
CUN18107.1,Uncharacterised protein
MBQ7503559.1,hypothetical protein
PQE10548.1,multiple ankyrin repeats single kh domain protein
MCA9648337.1,hypothetical protein
KDP41810.1,hypothetical protein JCGZ_26828
MBK8588745.1,hypothetical protein
KAE8748635.1,hypothetical protein FOCC_FOCC004646
TDI55620.1,hypothetical protein E2O93_07405
TDI55620.1,hypothetical protein E2O93_07405
XP_042415464.1,keratin-associated protein 10-4-like
MBD1918848.1,phage tail tape measure protein
MBD1918848.1,phage tail tape measure protein
WP_111251108.1,hypothetical protein
MBT0159373.1,DUF4332 domain-containing protein
MBB1587864.1,hypothetical protein
MBA2393729.1,YtxH domain-containing protein
MBC8023168.1,BON domain-containing protein
MBA6130093.1,tail tape measure protein
MCB0288644.1,DUF4157 domain-containing protein
MBP1829698.1,hypothetical protein
MBC7645533.1,hypothetical protein
MBC7645533.1,hypothetical protein
KFZ09681.1,hypothetical protein V502_08559
MBF0186011.1,hypothetical protein
CAF4948171.1,unnamed protein product
NYF72295.1,hypothetical protein
PIU04803.1,hypothetical protein COT56_18160
DAP46032.1,TPA: MAG TPA: tail tape measure
DAP80526.1,TPA: MAG TPA: minor tail protein
DAP80526.1,TPA: MAG TPA: minor tail protein
ULT98054.1,hypothetical protein L3Y34_005708
GFN96028.1,LOW QUALITY PROTEIN: hypothetical protein PoB_002253400
CDN40829.1,unnamed protein product
XP_035346766.1,uncharacterized protein TRUGW13939_07735
HEA09892.1,hypothetical protein
KLO16900.1,hypothetical protein SCHPADRAFT_901065
WP_166196699.1,hypothetical protein
KAF4674665.1,hypothetical protein FOL47_008865
WP_128567375.1,hypothetical protein
WP_227881701.1,hypothetical protein
KAH8110097.1,hypothetical protein DFH11DRAFT_1547791
WP_223102078.1,ATP-binding cassette domain-containing protein
CAF0932618.1,unnamed protein product
MBI1914799.1,HEAT repeat domain-containing protein
MBS5292391.1,hypothetical protein
MBN3287569.1,RHOF protein
MBS6229374.1,tape measure protein
CAE1156619.1,unnamed protein product
WP_019998451.1,hypothetical protein
WP_019998451.1,hypothetical protein
WP_133817882.1,hypothetical protein
WP_199245640.1,gas vesicle protein GvpC
WP_181019458.1,protein kinase
DAO70116.1,TPA: MAG TPA: minor tail protein
KAH3855179.1,hypothetical protein DPMN_097741
WP_052430313.1,hypothetical protein
XP_031081330.1,uncharacterized protein FPRO_10325
XP_044999493.1,basic salivary proline-rich protein 1-like
KAG4094368.1,hypothetical protein H8356DRAFT_1293632
MBR3697608.1,tape measure protein
WP_127065810.1,phage tail tape measure protein
WP_181831032.1,hypothetical protein
RMB94219.1,hypothetical protein DUI87_29025
CAE1303523.1,unnamed protein product
WP_073294072.1,tape measure protein
XP_005095996.1,uncharacterized protein LOC101856335
WP_236817843.1,phage tail tape measure protein
KAE9156242.1,hypothetical protein PF005_g33292
WP_128212138.1,hypothetical protein
XP_028876910.1,uncharacterized protein TM35_001201010
MBO7691605.1,hypothetical protein
WP_088331373.1,hypothetical protein
XP_014261550.1,apolipophorins
MBO5283649.1,hypothetical protein
XP_042220364.1,keratin-associated protein 5-5-like
MBI3491851.1,hypothetical protein
XP_043910866.1,protein rtoA-like
NJO56060.1,YtxH domain-containing protein
MBI3394208.1,ankyrin repeat domain-containing protein
KAG8430061.1,hypothetical protein GDO86_018549
KAG8430061.1,hypothetical protein GDO86_018549
KAG8430061.1,hypothetical protein GDO86_018549
XP_042241227.1,early nodulin-75-like
GFO35450.1,hypothetical protein PoB_006195500
KAF2405034.1,hypothetical protein EJ06DRAFT_518096
QUQ62292.1,Tetratricopeptide repeat protein
MBC7269903.1,hypothetical protein
